applicant_id,annual_income,monthly_expenses,credit_score,existing_loans,total_existing_loan_amount,outstanding_debt,bank_acc_history
11700,132354,4777,833,1,42499,10714,5
11701,132524,4004,784,2,14248,10623,9
11702,137403,3223,731,2,43527,7974,8
11703,101869,1048,711,0,16259,19174,3
11704,59470,2791,700,1,9620,19113,2
11705,89030,1423,700,0,33154,14604,6
11706,116036,2884,747,2,45119,7292,5
11707,50896,4362,525,1,28928,17676,4
11708,44903,1304,572,2,2069,22088,1
11709,105675,1300,755,1,15310,28918,6
11710,120850,1367,791,1,12728,24722,0
11711,53278,3665,432,2,36593,13256,5
11712,72243,571,805,2,32293,21269,6
11713,111090,2100,724,2,24470,6789,1
11714,133463,1578,762,2,31697,10872,6
11715,109526,4611,737,0,25908,20101,7
11716,119834,4665,793,1,48088,9103,4
11717,104579,1395,701,0,41383,21080,8
11718,60908,3017,790,1,45281,26394,5
11719,80415,1016,767,0,22663,9633,0
11720,140332,1872,813,0,28924,18912,1
11721,96782,4210,826,0,9627,4735,3
11722,57117,2896,447,1,12764,29377,1
11723,69715,1926,807,1,36362,28401,9
11724,64080,1291,754,1,30249,29517,9
11725,123603,2391,738,2,40615,1126,3
11726,105919,3645,747,2,45009,8012,4
11727,52906,2130,802,0,25458,23061,8
11728,66280,4027,436,0,8632,12372,3
11729,108903,1055,789,1,37318,9416,5
11730,148039,2283,728,1,4124,29840,6
11731,23092,1039,434,2,16809,18134,5
11732,123900,1487,717,1,48225,11289,5
11733,98798,4954,756,0,15859,15102,4
11734,76306,3594,825,1,20306,7834,9
11735,146042,1286,710,1,15141,7471,4
11736,33075,4585,409,2,7996,21638,5
11737,140285,2554,730,1,35981,5029,6
11738,74114,1298,802,0,5390,14522,9
11739,29197,3250,514,0,26708,25801,4
11740,80617,3998,709,1,9295,6209,5
11741,130905,750,824,1,31336,12236,4
11742,129942,3267,764,0,12144,12898,5
11743,60654,4289,760,0,48862,28700,1
11744,63651,4835,346,0,49018,15260,3
11745,41060,2722,467,2,47769,10773,8
11746,97711,1605,837,0,29233,23290,2
11747,144625,532,831,0,13810,4400,8
11748,107409,3595,725,0,2053,1523,3
11749,65167,2168,788,2,48418,27140,7
11750,133586,4255,723,1,18957,23219,5
11751,56764,1367,827,0,42357,5827,1
11752,33413,1846,520,1,17583,25172,6
11753,50367,3902,555,0,48915,17901,0
11754,127377,2250,711,1,1895,8207,4
11755,98815,948,805,2,35140,11071,3
11756,121937,1871,755,2,14017,19976,9
11757,47089,4333,487,1,25608,28557,9
11758,42310,1814,458,2,33564,25378,8
11759,32867,3202,429,2,36456,11221,2
11760,93833,3266,728,2,13033,1697,4
11761,145164,4085,823,1,49832,11757,2
11762,74827,4707,818,2,14072,3398,1
11763,86458,3725,831,2,6752,5076,8
11764,83035,2067,764,2,45617,20162,1
11765,54974,4852,795,2,38745,7985,2
11766,87619,4154,731,0,23918,12721,6
11767,50716,3241,720,0,27261,5084,2
11768,113676,4230,782,0,23885,12548,3
11769,116601,3745,841,0,41215,17230,4
11770,132749,2179,716,1,39464,7395,7
11771,99910,2421,702,0,24281,18152,5
11772,131457,2254,752,1,1875,1219,9
11773,80554,2880,707,2,2668,4800,3
11774,100262,4302,790,2,36570,26780,9
11775,67766,1738,596,0,7921,5864,8
11776,128379,4014,806,0,26057,706,5
11777,75617,2219,790,0,8407,25712,0
11778,139381,2951,702,0,37220,22592,4
11779,34740,1880,560,2,9514,20508,6
11780,145310,4937,798,1,12288,13960,0
11781,119520,3190,828,2,32655,15750,0
11782,85846,606,830,0,26179,14445,2
11783,52730,587,550,2,9033,20552,4
11784,59247,2560,577,0,32400,23999,7
11785,149563,4430,815,1,10768,28900,9
11786,23412,4571,500,1,48239,15703,9
11787,50111,1823,356,0,3985,4954,6
11788,111594,4875,841,2,37402,25974,8
11789,125473,4113,819,1,949,14414,1
11790,129847,925,843,2,10776,15077,9
11791,43296,2794,502,2,6287,21197,0
11792,56663,3220,816,2,28849,27077,7
11793,20073,1212,325,2,4323,12188,4
11794,78790,4219,776,1,43468,15213,4
11795,89252,525,723,2,938,21497,4
11796,25947,3135,439,2,23827,18774,8
11797,137069,1399,729,0,19971,2473,9
11798,75139,2160,783,2,23279,10872,5
11799,123160,3622,753,2,32094,29993,1
11800,142865,3879,788,2,8658,9958,9
11801,91338,4443,771,2,9062,23172,4
11802,115480,3735,791,1,5683,28808,0
11803,99828,2562,747,0,34229,14235,8
11804,29749,2047,516,2,842,24795,4
11805,33453,4622,528,1,48019,27128,7
11806,56492,2640,786,2,47597,18355,1
11807,68128,2228,472,1,49382,17111,7
11808,127498,3147,718,0,48085,10896,5
11809,83919,2998,831,0,38859,12000,2
11810,141032,3744,727,1,16702,9940,3
11811,27113,1235,472,2,1522,26635,7
11812,55465,3004,407,2,27008,27273,4
11813,96425,2543,747,0,40597,15550,0
11814,71274,4674,724,0,8829,15059,6
11815,109430,4310,716,0,15940,16637,5
11816,96698,4784,832,2,1629,5907,0
11817,50857,2102,748,0,33656,21975,4
11818,71098,2576,729,0,4380,26824,6
11819,28224,3827,406,1,9336,7410,5
11820,66585,2102,762,0,13461,11880,0
11821,63356,2662,583,0,45038,3409,8
11822,52392,3725,797,0,41852,29253,9
11823,74022,4503,803,0,3793,13654,2
11824,29895,565,427,1,10788,15122,3
11825,27154,1331,404,0,36647,21521,3
11826,114774,2463,825,1,38033,16753,9
11827,110299,2278,789,1,1093,19274,1
11828,22041,3529,344,2,14144,23595,7
11829,107758,2580,762,1,19833,15316,9
11830,130674,2720,709,0,35023,10784,8
11831,145132,609,737,2,42180,10716,8
11832,31666,3763,432,0,45572,20423,6
11833,44167,4691,393,2,14367,6461,9
11834,25549,2812,444,2,12755,4673,0
11835,130543,2996,831,1,11679,20232,3
11836,107003,2111,822,2,3944,6154,2
11837,89615,3512,726,0,31878,8119,2
11838,66556,660,497,0,33983,23648,7
11839,62577,1113,742,1,26000,22533,2
11840,109086,1070,792,1,39178,26722,3
11841,116753,4336,823,1,28644,12685,3
11842,136454,4532,712,2,27208,28116,9
11843,28800,1174,413,1,23227,9124,1
11844,118562,3575,702,2,9233,18831,3
11845,39994,3475,457,1,19070,29307,3
11846,93516,3928,793,1,48397,1703,1
11847,39375,4371,532,2,13785,7109,3
11848,39770,3569,331,0,24867,29790,7
11849,105930,3882,846,1,47039,14315,8
11850,42882,948,440,1,11888,6950,4
11851,83671,3263,772,2,16422,9209,8
11852,54643,1170,575,0,17251,10066,3
11853,24667,4973,427,1,16683,22481,4
11854,60259,3286,407,2,40771,10210,6
11855,132539,1538,705,2,31283,27194,7
11856,60763,1579,787,0,12213,12858,3
11857,134191,1489,741,1,26594,21408,6
11858,68443,4996,758,0,11772,11707,4
11859,20493,2417,355,1,16373,12993,5
11860,60179,4958,599,1,1504,18559,1
11861,50206,2172,394,1,14116,11301,7
11862,74546,4071,744,1,19448,5076,7
11863,48573,1021,546,1,23983,16915,6
11864,49831,1668,521,1,403,2587,8
11865,31003,1037,418,2,47305,15186,2
11866,81040,4576,820,1,8769,12309,4
11867,142968,1244,848,0,38843,6224,0
11868,122749,2339,849,1,46210,28428,2
11869,105697,1648,796,0,40677,29568,1
11870,127984,1001,841,0,8766,28043,8
11871,53661,1759,474,0,11993,8790,6
11872,57208,821,716,0,27518,20507,3
11873,134632,3985,743,2,31262,4556,2
11874,82556,856,758,1,17487,7993,6
11875,36430,4135,507,2,13128,8739,0
11876,31455,4418,338,0,10051,28201,9
11877,66295,2713,410,1,27461,13711,4
11878,86321,1112,830,2,12860,216,0
11879,78463,3602,773,1,28386,6310,3
11880,45018,3864,349,2,10946,128,9
11881,105603,2237,845,2,11865,4551,6
11882,55711,4361,747,0,15693,23586,1
11883,73766,3324,741,2,3913,23482,8
11884,80590,2214,735,0,29978,24462,9
11885,33077,4057,490,2,30450,20371,0
11886,134128,1755,822,0,45992,12157,5
11887,85104,3792,716,2,45166,24157,8
11888,61490,1278,706,1,2977,17918,5
11889,74293,3388,784,1,8667,25962,7
11890,93521,2773,818,2,5706,29682,6
11891,106527,2600,814,2,30309,26445,1
11892,141122,3958,811,2,38503,13951,1
11893,99353,3193,749,2,17199,2898,1
11894,103955,2875,758,1,4024,11718,8
11895,98065,3940,799,1,9927,20880,1
11896,127900,2870,811,1,17690,8916,0
11897,77867,4144,725,1,31893,24395,7
11898,65128,1207,596,1,15604,16458,7
11899,59244,886,835,0,14196,830,9
11900,69600,2618,767,1,1454,18796,9
11901,55937,1548,741,2,24403,27676,7
11902,47487,1529,532,2,20875,461,8
11903,72043,3752,751,2,8690,4772,0
11904,76408,2357,845,2,24793,5272,5
11905,54052,862,344,0,15236,26968,8
11906,36560,4202,338,2,39582,21082,0
11907,41065,1398,371,2,19699,3832,7
11908,107400,603,705,2,3277,26975,9
11909,50747,2735,784,1,32011,22181,9
11910,141678,1092,761,0,39082,7757,5
11911,20795,4063,472,0,1747,7662,3
11912,127405,2645,802,1,48385,20366,0
11913,127406,2674,756,2,7726,12209,9
11914,64828,2408,472,2,40272,24509,0
11915,57743,2636,479,1,32377,1931,4
11916,51305,761,318,2,18866,25090,3
11917,58849,701,344,2,19804,11399,8
11918,23657,3652,453,1,5750,21240,4
11919,93132,2642,842,1,5141,10693,9
11920,49760,2353,411,2,32174,20210,5
11921,23662,3630,428,2,16950,7456,3
11922,72266,2915,711,1,23852,5334,5
11923,102575,3042,705,1,2788,17019,4
11924,35511,3688,344,2,37713,21185,0
11925,52446,2519,724,2,15065,4679,7
11926,53743,2835,534,1,32748,9715,1
11927,85860,1217,775,2,33043,11169,8
11928,144586,672,749,2,41449,5841,5
11929,105404,1068,773,2,966,17652,2
11930,120798,3823,717,0,38266,26098,9
11931,141147,2165,825,0,46372,14992,4
11932,64131,2801,746,1,46981,4237,6
11933,98247,2063,824,1,44815,23895,8
11934,149927,805,797,0,10723,14188,9
11935,149125,2534,840,2,22230,5574,3
11936,59990,4750,716,1,41941,20551,0
11937,36879,2726,496,1,7501,18191,9
11938,131256,1337,746,1,42994,15913,5
11939,92420,2657,725,2,22033,12576,5
11940,131565,1126,705,2,33063,12858,5
11941,63875,2028,761,0,29003,28422,6
11942,77022,1730,740,2,7276,22098,9
11943,124026,3689,713,0,21373,16790,7
11944,58841,1568,376,1,9316,4827,5
11945,33683,4665,570,2,30601,7104,0
11946,26388,4106,320,2,40396,1511,5
11947,53568,1294,837,1,12557,16035,6
11948,77083,3851,831,1,20428,13707,1
11949,78538,2228,760,2,45976,23940,1
11950,59363,4511,572,1,47167,2632,7
11951,55931,4170,498,0,13653,22795,5
11952,69412,4815,733,0,43675,2582,9
11953,103318,2736,767,2,39409,10947,1
11954,130342,517,746,1,33498,29188,1
11955,58537,3432,365,1,39422,4754,5
11956,62536,1680,496,2,41239,26919,8
11957,85531,4601,799,2,18149,17371,6
11958,35290,3696,492,2,26448,21488,3
11959,100545,1689,785,0,17440,10242,5
11960,65582,1514,311,2,13336,20300,1
11961,59062,4376,483,1,3729,10058,3
11962,34500,4763,570,0,13451,13244,3
11963,72942,1977,766,0,44295,21396,3
11964,119687,4130,801,0,9031,14728,6
11965,68661,1256,759,0,16823,510,2
11966,88850,3783,735,0,13349,8454,4
11967,35066,3668,350,0,24670,19961,0
11968,111450,664,763,0,18017,1197,1
11969,141463,1610,745,2,35187,1447,4
11970,46363,805,588,2,19449,9817,3
11971,134437,4045,813,1,43609,19353,6
11972,135077,3591,803,2,32955,18358,7
11973,103069,3908,806,0,5395,14767,4
11974,74074,2305,843,0,38353,18657,2
11975,128902,679,762,0,19847,10308,1
11976,43827,4051,593,2,32177,11738,6
11977,125042,4600,822,1,29049,16290,9
11978,23032,3287,384,1,2148,22187,7
11979,68942,1048,822,0,48671,26439,1
11980,105513,658,715,2,37289,13867,8
11981,125622,4388,711,0,32063,3832,9
11982,79945,2551,825,0,17578,21892,1
11983,93090,4858,799,2,5266,26953,6
11984,137142,4319,840,0,29371,10583,2
11985,53700,4896,747,2,40055,29377,3
11986,136457,4494,765,1,24404,10725,9
11987,123239,1045,721,1,38811,1327,0
11988,56747,4795,724,2,47208,19749,7
11989,62384,1979,402,1,32204,10579,8
11990,32539,1825,311,2,37565,26254,2
11991,75437,1296,732,2,22573,12328,6
11992,141370,1484,838,2,21665,12916,6
11993,46841,4676,437,1,13370,19268,9
11994,100945,1740,789,2,429,28041,6
11995,29211,669,322,2,42548,8475,4
11996,92555,4389,748,0,2874,2451,6
11997,26588,4578,513,1,6514,22562,0
11998,80550,3296,801,0,19645,22743,1
11999,54393,1157,507,1,5068,19100,9
12000,81522,2544,830,0,34659,14025,1
12001,74968,1613,713,1,47930,10239,2
12002,98650,3758,748,1,12598,10451,1
12003,81047,3033,800,2,16088,28267,4
12004,57946,510,340,1,24424,29125,9
12005,115567,4828,805,2,328,16412,3
12006,62761,982,326,2,14869,10778,0
12007,129854,3789,724,2,14061,14224,1
12008,51203,761,495,0,43341,21839,1
12009,73606,4580,763,1,17465,26289,9
12010,68696,1994,307,2,5342,24092,1
12011,49213,1752,548,0,24825,11948,1
12012,52561,3827,711,2,3353,18965,7
12013,63330,963,410,0,21579,1072,3
12014,23207,3657,436,1,6729,4465,1
12015,96870,4551,814,0,35543,22290,3
12016,72857,3492,747,2,5950,18210,1
12017,76136,1301,739,1,9298,3485,2
12018,42979,2993,452,0,29202,14146,9
12019,59399,3292,776,1,12658,6556,7
12020,146250,1655,805,2,44908,20234,9
12021,96214,4726,812,2,42096,15809,9
12022,104867,4945,776,1,49377,10979,3
12023,42293,3567,567,0,47740,20424,7
12024,30454,3291,473,2,35583,444,5
12025,73123,2934,746,2,16494,2554,6
12026,106006,3152,797,2,10229,16250,6
12027,55018,3010,426,1,4972,12774,2
12028,134551,2042,838,0,41517,3390,7
12029,90113,1508,724,0,28602,21248,7
12030,146838,1296,840,1,38794,21969,3
12031,51523,4499,758,2,28200,12418,9
12032,126516,3098,807,0,5536,29233,9
12033,44413,2952,431,1,48171,17123,5
12034,50285,1593,829,0,1412,20463,6
12035,27903,4000,400,0,43295,27353,6
12036,133696,4088,712,2,31336,10042,7
12037,119462,1181,729,0,2686,8133,5
12038,41758,1923,546,1,27056,6260,0
12039,70046,3172,713,2,16442,28641,4
12040,126752,2377,700,1,26995,9028,5
12041,112663,1280,825,1,22714,11347,6
12042,120730,3534,732,0,17645,5557,1
12043,34573,1109,327,0,21766,18464,4
12044,96587,1908,724,1,20829,4810,6
12045,27874,3601,441,0,46064,6076,0
12046,107108,2841,733,2,18170,12546,2
12047,54943,4681,783,0,9030,23150,7
12048,69583,4115,411,0,36435,16516,2
12049,49918,2173,580,1,45133,16548,6
12050,128796,4001,823,1,38311,29938,3
12051,121720,657,792,1,21484,12832,2
12052,51503,4232,719,1,47105,22980,7
12053,83708,4296,706,1,26832,27767,9
12054,34504,3907,544,2,13877,25365,4
12055,65209,3353,459,2,39626,26818,2
12056,95112,2298,717,0,40808,2547,2
12057,63652,880,561,2,854,1030,6
12058,68747,532,772,0,31887,27120,7
12059,124710,523,745,2,21240,19372,7
12060,69734,3461,713,0,14116,1086,1
12061,52177,3056,446,0,17002,7626,0
12062,69869,3494,503,0,45729,380,3
12063,53366,2390,725,1,29456,10970,5
12064,73101,3442,741,0,7086,29799,7
12065,40478,4118,386,0,14780,7338,0
12066,100231,3757,722,2,4652,11314,8
12067,68450,1875,772,2,33587,11799,2
12068,21646,2737,489,1,13378,12579,3
12069,59842,4846,395,2,42527,1125,0
12070,66127,4884,704,2,21824,10451,1
12071,94361,689,744,1,5318,17290,1
12072,141976,1279,835,2,14097,9161,9
12073,103574,1662,700,1,16460,12088,6
12074,57947,2385,392,2,5164,25200,9
12075,139632,2403,835,2,27670,5142,7
12076,58365,1099,310,2,11825,16231,4
12077,98889,1814,821,2,42962,20291,8
12078,101599,4165,769,2,36155,22530,7
12079,85519,4939,728,0,24837,22727,5
12080,55082,1958,566,1,41638,5608,7
12081,64133,3937,716,1,44179,13717,5
12082,60972,1772,808,1,42309,17020,0
12083,140644,4652,825,2,11452,16803,5
12084,123340,3992,830,1,43077,28585,0
12085,87435,2905,819,0,20327,20208,8
12086,51375,3208,788,1,43022,5769,6
12087,130981,4664,817,2,49458,24735,4
12088,75585,4147,844,1,27641,20107,1
12089,77850,2517,834,2,23904,8698,7
12090,140764,3734,776,2,27363,19548,8
12091,114377,1357,797,1,17848,1586,4
12092,69159,587,831,0,34361,2674,3
12093,81724,2371,704,1,3737,21133,3
12094,42212,1255,537,2,45849,120,5
12095,144989,4004,781,1,6678,29515,2
12096,141168,4614,773,0,7589,6124,1
12097,113211,3210,702,2,47445,8201,9
12098,59099,1704,439,1,26424,1143,1
12099,45454,506,314,0,4845,8509,1
12100,118624,3761,843,0,9560,27705,0
12101,77540,2000,738,0,25642,8213,9
12102,122422,4207,701,0,40350,16527,9
12103,46128,1318,500,1,7172,25756,6
12104,49431,2434,392,0,21238,5689,8
12105,87441,4900,738,2,41637,501,2
12106,63314,1570,485,0,7748,6954,0
12107,64650,1362,515,1,10384,9514,9
12108,126112,2146,781,0,22114,8823,7
12109,93769,543,782,2,4895,632,8
12110,65129,3448,757,1,22562,24693,6
12111,96310,1490,748,2,46279,7473,7
12112,36836,1635,542,2,42302,11699,0
12113,132359,4931,736,2,10752,10993,8
12114,57714,2900,310,1,11306,2602,0
12115,33951,2315,511,2,2056,13660,9
12116,147852,1354,848,2,23464,3886,5
12117,122330,3775,846,1,17473,28136,6
12118,29047,4844,549,0,18621,3682,0
12119,65419,900,538,2,22983,20316,1
12120,20401,1252,466,0,4516,17826,0
12121,55874,3039,769,0,40363,25190,5
12122,88767,3737,717,1,46356,27932,6
12123,138860,2550,834,0,46166,29517,5
12124,29146,2516,352,1,12960,10289,6
12125,84945,2831,729,1,19298,23648,3
12126,37846,1426,342,1,28323,15743,7
12127,63752,1467,806,1,33897,27010,4
12128,27209,2102,598,2,27578,14659,8
12129,126037,1132,789,1,26525,1130,5
12130,111276,3085,749,1,39223,14691,5
12131,91849,4011,721,0,2279,11185,8
12132,143090,1516,832,2,44701,24176,6
12133,69249,4054,763,2,21995,1222,4
12134,121079,3600,717,2,29261,16660,7
12135,143204,999,799,1,5903,28438,8
12136,65905,1712,761,0,16614,27296,8
12137,31354,2504,540,1,30530,16091,6
12138,92804,4711,707,0,15616,9383,9
12139,143744,1886,831,1,9356,27545,6
12140,44336,3446,344,2,17752,9451,9
12141,127905,4558,773,2,8570,8364,2
12142,48414,801,590,2,7525,151,8
12143,69642,3534,838,2,33883,27655,8
12144,74734,4651,731,2,14165,15926,8
12145,76213,2768,741,1,16294,17268,3
12146,70719,4984,708,1,12288,973,5
12147,89932,4974,740,0,2216,4186,5
12148,72368,532,818,1,8655,7052,1
12149,63875,3621,819,1,41517,8177,2
12150,55514,4449,834,0,3278,16619,1
12151,63936,4110,761,0,23079,22105,8
12152,122561,3546,784,2,30476,22834,3
12153,81698,4194,742,1,26281,650,9
12154,93515,2480,716,0,19689,1179,1
12155,129628,686,842,0,27847,24024,3
12156,88097,1641,723,2,19777,22900,5
12157,133932,2633,736,2,36806,26204,7
12158,143639,3863,713,1,12012,8683,6
12159,116522,4135,798,1,46949,23483,5
12160,134303,2499,786,1,36668,15468,8
12161,123804,3867,726,2,25307,1636,3
12162,61919,4043,805,1,48446,24348,5
12163,102169,2890,799,0,9538,20682,9
12164,84118,4297,791,2,40074,5766,1
12165,109219,3836,734,2,10693,17715,4
12166,59060,1702,765,0,39997,287,3
12167,37761,2610,496,2,21,4035,9
12168,65188,2131,491,1,4531,24901,8
12169,74144,1723,740,1,21828,11845,0
12170,65037,2052,707,0,45462,10431,1
12171,137526,1659,743,1,7881,3813,3
12172,31465,3803,379,2,3365,14953,3
12173,124955,2365,839,2,48555,26245,4
12174,57891,3409,549,2,46960,3473,3
12175,83024,3079,767,2,21145,15624,8
12176,139340,3713,770,2,26089,22840,9
12177,132906,4598,734,0,35388,23580,1
12178,90754,1774,712,2,1275,24216,4
12179,114285,4856,778,2,39462,1269,6
12180,74426,2648,732,1,32083,26444,1
12181,96614,4985,773,0,26620,2093,1
12182,65627,3908,368,0,2007,3610,2
12183,86870,3936,711,0,45272,15474,4
12184,76592,2574,824,1,15979,24015,3
12185,128578,4975,847,0,40220,13015,7
12186,34754,2159,434,0,867,27526,9
12187,43416,3474,491,0,3264,4107,3
12188,81269,804,776,0,33123,17926,1
12189,100059,4696,738,0,47542,18352,6
12190,134281,1257,748,1,8658,16434,2
12191,73712,4964,700,1,43697,22392,4
12192,65994,3632,830,1,12542,24466,0
12193,25571,2637,300,0,10377,17722,0
12194,92005,1691,781,1,31673,23356,1
12195,145969,4370,847,1,3511,22660,2
12196,69234,4912,745,2,45431,27313,1
12197,59150,1480,562,1,36832,81,5
12198,124522,1385,780,1,9056,7340,4
12199,145459,4197,761,1,46928,5576,7
12200,88752,2291,830,0,11812,20846,5
12201,87994,3440,791,2,34253,5534,3
12202,56078,1105,519,1,25067,6603,3
12203,105876,3829,714,2,31943,930,9
12204,37316,4625,590,1,22316,23080,6
12205,118930,3868,809,2,7776,2025,0
12206,147576,651,762,0,17010,19455,4
12207,50854,4062,505,2,45909,15990,5
12208,103333,726,779,1,24799,8282,6
12209,121016,3023,836,1,47769,16324,2
12210,92598,2522,726,0,46028,20777,5
12211,79603,581,848,1,554,11478,2
12212,112540,2565,748,1,21179,16193,4
12213,46696,2209,357,0,28706,24958,3
12214,20639,4797,599,2,39999,29974,0
12215,69913,3989,766,1,1953,28095,4
12216,75749,4334,777,0,19312,26964,2
12217,67503,2132,756,0,12676,20590,1
12218,97335,3653,787,0,26528,12429,4
12219,62642,4315,827,2,24272,24309,7
12220,50563,4782,756,1,24463,12720,5
12221,83419,3802,796,1,34636,8780,8
12222,105943,1106,845,2,4232,11533,2
12223,101317,4787,704,0,32694,26589,0
12224,149483,2339,744,0,7893,3029,7
12225,47495,610,549,1,6731,6823,0
12226,133681,1243,825,0,41379,11990,2
12227,54347,4174,746,1,38719,23930,1
12228,147512,1071,701,1,36747,12719,2
12229,99537,1299,802,0,39777,6754,5
12230,106212,4393,766,0,12095,24090,5
12231,79857,2469,715,1,7050,25078,0
12232,53346,2994,574,1,49184,9164,6
12233,128174,2452,705,1,45592,26002,0
12234,57560,1422,810,1,24985,27936,7
12235,61981,3731,802,0,35675,7143,4
12236,48521,3704,371,2,25830,3887,0
12237,26644,3529,317,1,45950,821,3
12238,49784,2902,410,2,8309,15284,5
12239,140919,752,797,1,8187,13692,4
12240,22893,1641,580,0,14934,11189,5
12241,148425,2637,827,0,39840,11609,3
12242,135085,1812,742,0,23265,26375,1
12243,57931,3535,562,0,47992,25731,5
12244,57206,4718,320,2,37000,29117,0
12245,70265,3045,790,0,12646,10551,9
12246,135018,4100,768,0,37740,13417,8
12247,143299,1102,784,1,43729,19660,8
12248,130835,1466,823,2,28883,9663,4
12249,54303,3629,836,1,23887,23977,4
12250,26966,2898,522,0,11728,7505,9
12251,55334,939,756,2,34877,4445,9
12252,60453,3191,583,0,40500,16782,6
12253,56789,4149,550,2,3235,19698,2
12254,117073,1195,768,0,35232,8506,9
12255,37267,2171,531,2,6170,17409,4
12256,50869,4486,820,1,20914,3099,8
12257,72598,4249,784,1,3023,25354,8
12258,95717,2987,797,0,12004,18173,9
12259,86779,1610,727,1,23443,3292,1
12260,66869,930,404,1,33835,23935,7
12261,41011,3131,429,0,26871,11128,6
12262,94483,3426,792,1,15344,7493,7
12263,37526,3512,561,1,41134,629,8
12264,92959,4767,702,1,27545,6216,8
12265,32565,838,349,1,40461,19794,5
12266,117642,3911,826,2,21811,24672,4
12267,123206,2408,721,0,6802,26291,7
12268,100915,4169,785,0,26033,12533,2
12269,52848,4059,791,2,43028,21364,4
12270,91049,4141,843,1,19755,3644,6
12271,20080,3552,479,0,44665,23095,2
12272,74160,1330,781,0,29678,24135,0
12273,42385,4010,464,1,27990,2544,0
12274,60755,1482,346,0,3311,25180,8
12275,133867,4384,785,2,20166,13355,8
12276,51554,3531,794,2,18453,23696,9
12277,42412,2848,456,0,24403,23566,7
12278,102278,3160,724,2,20301,1938,0
12279,143711,2467,700,1,2289,18481,3
12280,144301,1641,768,1,34603,14491,4
12281,140002,1871,847,2,39196,3672,7
12282,58545,4531,360,0,1110,19484,9
12283,110216,2792,830,1,26877,15272,6
12284,69218,3421,785,1,45170,9218,1
12285,93463,4089,723,2,23359,29667,2
12286,24894,2570,522,1,14004,3430,5
12287,58567,2356,363,0,40153,4477,9
12288,135403,2582,725,1,27101,6101,6
12289,142268,4861,760,1,27968,26842,4
12290,103575,1845,822,2,5450,7162,6
12291,57091,1366,722,0,24086,22886,8
12292,148739,2071,716,1,24522,6810,0
12293,27361,4286,312,2,45501,22053,7
12294,118847,873,717,2,45515,12546,1
12295,111223,4384,798,0,32744,18682,8
12296,32823,3594,320,1,743,29011,7
12297,102309,1816,805,0,48378,17501,7
12298,117831,4605,729,0,18984,19288,0
12299,103305,2924,715,2,19941,14992,1
12300,63869,1466,737,0,28036,12064,0
12301,29996,1572,368,2,17843,12237,8
12302,119272,2133,730,2,32641,27500,9
12303,88300,1809,819,2,47699,11579,1
12304,121171,3377,765,2,14213,1349,1
12305,53041,3878,316,0,11338,1228,8
12306,88607,4799,828,2,6311,16165,0
12307,106789,2126,750,1,3313,19543,9
12308,50363,3569,417,2,37676,9522,1
12309,106491,2229,702,1,47942,25905,3
12310,68028,1734,424,0,33595,5111,7
12311,70284,1982,734,1,39595,24713,3
12312,64626,2544,757,0,48727,21525,2
12313,101674,1146,797,0,34345,19225,6
12314,118160,3494,712,0,34836,29673,1
12315,100988,3998,702,1,49702,5358,3
12316,121471,3625,770,1,21277,20177,9
12317,112461,1626,711,2,25569,1041,0
12318,67902,3332,840,1,37368,28984,2
12319,60167,2774,762,1,6531,20873,2
12320,36891,1868,412,1,42973,3765,6
12321,135453,1620,844,0,30903,6516,3
12322,44266,2705,581,0,23104,19153,5
12323,68931,1316,809,2,41583,5130,6
12324,59578,1559,847,1,17013,12484,0
12325,90624,3344,729,2,26294,24270,7
12326,45675,2079,431,0,45215,6638,8
12327,45206,3927,502,2,39896,29763,6
12328,132735,4961,745,2,35507,28990,6
12329,38640,4685,525,0,15818,14448,4
12330,117800,4053,716,0,40991,10034,5
12331,112716,1418,706,1,35483,7615,1
12332,42671,4508,589,2,10036,9064,1
12333,30879,1350,339,0,31245,4481,8
12334,62225,4843,414,2,34239,6696,6
12335,82276,736,825,0,16773,20460,8
12336,94576,718,808,0,36830,5421,7
12337,52856,2443,717,2,40360,20028,4
12338,136006,1859,755,1,9343,28205,8
12339,64668,3053,473,0,47093,4063,3
12340,95398,4174,721,1,4314,20515,9
12341,88334,2442,843,2,22023,21837,4
12342,116601,1029,843,2,19421,16840,9
12343,123750,3338,824,1,11312,25693,8
12344,63057,4164,804,1,40043,19075,7
12345,71288,4478,781,0,33553,6490,1
12346,20156,1968,508,1,32113,27979,2
12347,145217,1893,787,2,48596,27902,4
12348,36389,3069,571,2,46194,612,2
12349,105318,4862,739,2,31833,21990,1
12350,121822,3125,833,0,34415,16527,6
12351,58134,2362,800,0,21434,14344,4
12352,52001,3869,362,1,32684,9133,9
12353,114786,2777,736,2,3963,28083,9
12354,57588,2647,755,2,24965,12051,4
12355,81387,1764,774,2,45322,6329,2
12356,52109,4937,835,0,33593,15263,5
12357,44443,3486,376,1,30204,19659,0
12358,37851,4421,585,1,25603,25743,8
12359,93654,923,813,1,35690,6117,6
12360,96957,4524,710,1,37530,14691,3
12361,66636,4447,554,1,6207,24321,3
12362,82286,1678,759,0,8110,6232,9
12363,111097,2328,703,0,17049,19054,1
12364,100808,2566,708,1,1561,27250,2
12365,71657,3935,713,1,43678,26754,1
12366,64906,1045,822,1,49718,1181,7
12367,22975,3071,598,1,18518,20660,2
