applicant_id,gender,age,marital_status,dependents,education,employment_status,occupation_type,residential_status,address_state
14650,Female,29,Divorced,2,Graduate,Unemployed,Professional,Rent,TX
14651,Male,38,Married,1,Postgraduate,Unemployed,Freelancer,Other,VA
14652,Female,39,Married,2,High School,Employed,Business,Rent,NJ
14653,Male,41,Married,1,Graduate,Employed,Business,Own,WY
14654,Male,39,Married,1,Postgraduate,Self-Employed,Freelancer,Rent,CA
14655,Female,49,Married,0,Graduate,Employed,Salaried,Own,MI
14656,Male,60,Married,3,Postgraduate,Employed,Business,Own,MA
14657,Male,46,Single,0,Postgraduate,Self-Employed,Salaried,Rent,CA
14658,Female,38,Single,1,Postgraduate,Employed,Professional,Rent,MA
14659,Male,37,Single,3,Postgraduate,Unemployed,Business,Own,FL
14660,Male,44,Single,1,Graduate,Employed,Freelancer,Own,WA
14661,Male,58,Single,2,Graduate,Self-Employed,Freelancer,Own,CA
14662,Male,69,Single,1,Graduate,Employed,Professional,Own,FL
14663,Male,44,Divorced,3,High School,Unemployed,Business,Own,CA
14664,Male,28,Single,2,High School,Employed,Professional,Own,PA
14665,Female,40,Single,0,High School,Employed,Salaried,Rent,VA
14666,Male,42,Single,3,Graduate,Employed,Salaried,Other,CA
14667,Male,27,Divorced,0,Graduate,Self-Employed,Freelancer,Own,VA
14668,Male,37,Single,2,High School,Self-Employed,Business,Own,TX
14669,Female,45,Divorced,0,Graduate,Employed,Professional,Own,RI
14670,Female,39,Single,3,Postgraduate,Employed,Professional,Own,LA
14671,Male,44,Single,1,High School,Self-Employed,Professional,Other,AL
14672,Female,66,Married,2,High School,Employed,Business,Own,OH
14673,Male,32,Divorced,2,High School,Employed,Salaried,Other,CA
14674,Female,69,Married,0,Graduate,Self-Employed,Professional,Own,NY
14675,Female,44,Married,2,Graduate,Unemployed,Business,Own,CA
14676,Female,47,Married,2,Graduate,Unemployed,Salaried,Own,MI
14677,Female,30,Married,1,Postgraduate,Employed,Business,Own,MD
14678,Male,31,Single,3,Graduate,Self-Employed,Freelancer,Own,NJ
14679,Male,26,Divorced,0,High School,Self-Employed,Business,Own,MA
14680,Male,53,Single,1,Graduate,Unemployed,Business,Own,FL
14681,Female,36,Single,3,Postgraduate,Employed,Professional,Rent,WA
14682,Male,26,Single,0,Graduate,Unemployed,Freelancer,Own,DC
14683,Female,33,Divorced,1,Postgraduate,Unemployed,Professional,Own,VA
14684,Male,36,Married,0,High School,Employed,Business,Own,TX
14685,Female,52,Married,1,High School,Employed,Business,Rent,MI
14686,Male,35,Married,1,High School,Employed,Salaried,Rent,OR
14687,Male,46,Single,3,Graduate,Employed,Business,Own,AZ
14688,Male,30,Married,3,Graduate,Employed,Business,Rent,NV
14689,Male,44,Married,3,High School,Employed,Freelancer,Own,IL
14690,Male,33,Married,3,Postgraduate,Employed,Freelancer,Own,NH
14691,Female,47,Married,2,Postgraduate,Self-Employed,Business,Own,CA
14692,Female,25,Single,1,Graduate,Employed,Salaried,Own,PA
14693,Male,53,Single,3,High School,Employed,Business,Rent,VA
14694,Female,38,Married,1,Graduate,Employed,Business,Other,OH
14695,Male,40,Married,3,Graduate,Self-Employed,Business,Rent,IL
14696,Female,32,Single,3,High School,Employed,Business,Own,CT
14697,Male,37,Single,2,High School,Employed,Professional,Rent,OH
14698,Male,44,Single,2,High School,Employed,Professional,Own,CA
14699,Male,46,Married,0,Postgraduate,Employed,Professional,Own,PA
14700,Male,25,Married,0,Postgraduate,Self-Employed,Salaried,Rent,MA
14701,Female,49,Married,1,High School,Self-Employed,Freelancer,Own,NY
14702,Female,34,Divorced,3,Graduate,Employed,Freelancer,Own,PA
14703,Female,28,Single,1,High School,Self-Employed,Freelancer,Own,NJ
14704,Female,31,Married,3,Postgraduate,Self-Employed,Salaried,Own,KY
14705,Male,39,Married,2,Postgraduate,Employed,Professional,Rent,CT
14706,Female,49,Single,3,Graduate,Unemployed,Freelancer,Rent,CA
14707,Female,35,Single,3,Postgraduate,Employed,Salaried,Own,WA
14708,Male,27,Single,0,Postgraduate,Employed,Professional,Own,NC
14709,Female,29,Married,0,High School,Unemployed,Business,Rent,CA
14710,Male,47,Single,0,Graduate,Self-Employed,Business,Rent,NY
14711,Female,36,Married,3,Postgraduate,Unemployed,Professional,Own,WA
14712,Female,35,Single,3,Graduate,Unemployed,Business,Own,PA
14713,Male,25,Married,1,Graduate,Unemployed,Freelancer,Own,NM
14714,Male,36,Married,0,High School,Employed,Salaried,Other,CT
14715,Female,33,Single,3,Graduate,Employed,Salaried,Rent,KY
14716,Male,40,Single,3,Graduate,Employed,Freelancer,Own,MN
14717,Male,28,Married,1,High School,Self-Employed,Salaried,Own,OH
14718,Female,20,Married,2,High School,Employed,Freelancer,Rent,NY
14719,Female,32,Married,3,Graduate,Employed,Salaried,Own,TX
14720,Female,42,Single,2,Graduate,Employed,Salaried,Rent,NY
14721,Female,28,Single,3,High School,Unemployed,Professional,Other,TX
14722,Female,47,Married,1,High School,Employed,Business,Own,GA
14723,Female,33,Married,2,High School,Employed,Business,Own,MN
14724,Female,28,Married,1,Graduate,Self-Employed,Business,Rent,MA
14725,Male,50,Married,3,Graduate,Employed,Salaried,Other,OH
14726,Female,40,Married,2,Graduate,Employed,Business,Rent,OH
14727,Female,27,Single,2,High School,Employed,Salaried,Own,FL
14728,Female,35,Married,1,High School,Employed,Freelancer,Other,NC
14729,Female,59,Single,1,Graduate,Employed,Freelancer,Own,CA
14730,Male,67,Single,0,High School,Employed,Freelancer,Own,CO
14731,Female,33,Married,1,Graduate,Employed,Salaried,Other,FL
14732,Male,47,Single,1,Graduate,Employed,Freelancer,Own,MD
14733,Female,38,Married,3,High School,Employed,Freelancer,Own,CA
14734,Female,32,Single,1,High School,Employed,Freelancer,Rent,CA
14735,Male,35,Single,3,Graduate,Employed,Professional,Own,NJ
14736,Male,25,Divorced,2,Graduate,Employed,Business,Rent,TX
14737,Male,45,Married,2,Graduate,Unemployed,Freelancer,Rent,VA
14738,Male,60,Married,3,High School,Self-Employed,Freelancer,Own,FL
14739,Female,41,Married,0,Postgraduate,Unemployed,Professional,Own,MN
14740,Female,37,Single,2,High School,Self-Employed,Salaried,Own,NY
14741,Male,62,Married,1,Graduate,Employed,Professional,Own,NM
14742,Female,26,Married,2,High School,Employed,Freelancer,Own,MA
14743,Female,50,Married,1,High School,Employed,Business,Own,NJ
14744,Female,38,Single,2,Graduate,Employed,Business,Other,WA
14745,Male,34,Single,1,High School,Self-Employed,Salaried,Own,NY
14746,Female,28,Single,2,Postgraduate,Employed,Freelancer,Own,AK
14747,Female,39,Married,1,Graduate,Self-Employed,Business,Own,NY
14748,Female,40,Single,2,High School,Unemployed,Professional,Own,AZ
14749,Female,25,Married,0,High School,Employed,Business,Own,CO
14750,Male,64,Single,1,Graduate,Employed,Salaried,Own,NJ
14751,Female,37,Married,2,High School,Employed,Business,Own,IL
14752,Male,29,Single,0,Graduate,Self-Employed,Professional,Own,CA
14753,Female,32,Divorced,2,Graduate,Self-Employed,Business,Rent,FL
14754,Male,35,Divorced,2,Graduate,Unemployed,Professional,Own,AZ
14755,Male,39,Married,1,Graduate,Self-Employed,Business,Own,OR
14756,Female,25,Married,1,High School,Self-Employed,Business,Other,NV
14757,Female,49,Married,1,Postgraduate,Self-Employed,Freelancer,Own,MN
14758,Male,45,Single,2,Postgraduate,Unemployed,Freelancer,Own,IL
14759,Female,27,Single,1,Graduate,Self-Employed,Salaried,Own,WA
14760,Female,45,Single,3,High School,Employed,Freelancer,Own,NJ
14761,Female,47,Divorced,0,Postgraduate,Employed,Salaried,Rent,MD
14762,Male,62,Single,0,Graduate,Unemployed,Professional,Own,UT
14763,Female,35,Married,1,High School,Employed,Professional,Rent,IL
14764,Male,48,Single,0,High School,Self-Employed,Salaried,Rent,CA
14765,Female,45,Married,1,High School,Employed,Professional,Rent,FL
14766,Female,36,Married,0,Graduate,Unemployed,Professional,Own,NJ
14767,Male,37,Single,2,High School,Self-Employed,Salaried,Own,AZ
14768,Female,41,Married,3,Postgraduate,Self-Employed,Professional,Rent,CA
14769,Male,37,Single,0,High School,Employed,Business,Other,CA
14770,Male,42,Married,1,High School,Unemployed,Business,Own,CA
14771,Female,50,Single,3,High School,Self-Employed,Business,Rent,FL
14772,Male,32,Married,0,High School,Employed,Professional,Rent,NC
14773,Female,32,Divorced,2,High School,Employed,Professional,Own,CA
14774,Female,33,Divorced,2,High School,Employed,Salaried,Rent,NJ
14775,Female,29,Married,0,Graduate,Employed,Salaried,Own,NY
14776,Female,40,Married,0,Postgraduate,Employed,Business,Rent,LA
14777,Male,48,Married,1,High School,Self-Employed,Freelancer,Own,MN
14778,Male,33,Married,3,Graduate,Self-Employed,Salaried,Own,NY
14779,Female,34,Divorced,0,Postgraduate,Employed,Salaried,Own,CA
14780,Male,30,Single,1,High School,Self-Employed,Professional,Rent,NY
14781,Male,59,Married,0,High School,Employed,Professional,Rent,NY
14782,Male,37,Divorced,0,Postgraduate,Employed,Professional,Other,MN
14783,Female,36,Single,2,Graduate,Employed,Salaried,Own,NY
14784,Male,28,Divorced,3,Graduate,Employed,Business,Own,KY
14785,Female,43,Single,3,High School,Employed,Freelancer,Own,CO
14786,Female,35,Married,2,High School,Employed,Professional,Own,TX
14787,Male,50,Married,0,High School,Employed,Freelancer,Own,MA
14788,Female,44,Married,1,High School,Self-Employed,Salaried,Own,NC
14789,Male,35,Single,2,High School,Employed,Salaried,Own,NY
14790,Female,38,Single,0,Postgraduate,Unemployed,Freelancer,Rent,NY
14791,Female,32,Single,3,Postgraduate,Employed,Salaried,Rent,TX
14792,Male,47,Divorced,1,High School,Employed,Business,Own,NY
14793,Male,35,Divorced,1,Graduate,Employed,Salaried,Own,FL
14794,Male,30,Married,2,Graduate,Employed,Freelancer,Rent,MA
14795,Female,30,Married,0,Postgraduate,Self-Employed,Business,Rent,CA
14796,Female,60,Married,0,Graduate,Employed,Business,Own,CA
14797,Male,29,Divorced,1,High School,Self-Employed,Salaried,Own,MI
14798,Male,35,Divorced,3,Graduate,Employed,Professional,Other,WA
14799,Female,28,Divorced,0,Postgraduate,Employed,Professional,Own,MD
14800,Female,25,Married,0,Graduate,Unemployed,Freelancer,Own,NJ
14801,Male,41,Married,2,High School,Self-Employed,Freelancer,Own,MN
14802,Female,60,Married,1,Graduate,Self-Employed,Salaried,Own,IL
14803,Male,27,Married,3,Graduate,Employed,Freelancer,Rent,CA
14804,Male,35,Married,2,Graduate,Self-Employed,Salaried,Own,SC
14805,Male,43,Single,2,Graduate,Unemployed,Freelancer,Own,IL
14806,Male,48,Married,2,High School,Unemployed,Business,Rent,CO
14807,Male,45,Married,3,Postgraduate,Employed,Salaried,Own,NJ
14808,Female,50,Single,1,Graduate,Self-Employed,Business,Other,CA
14809,Female,32,Divorced,0,Postgraduate,Self-Employed,Freelancer,Own,NY
14810,Female,40,Single,0,High School,Self-Employed,Salaried,Own,IL
14811,Female,31,Single,1,High School,Employed,Salaried,Own,CA
14812,Male,40,Married,2,Postgraduate,Employed,Business,Own,NY
14813,Male,29,Single,1,High School,Unemployed,Professional,Own,VA
14814,Female,29,Married,3,High School,Employed,Salaried,Own,OR
14815,Female,40,Single,0,High School,Unemployed,Business,Own,CA
14816,Male,39,Married,3,High School,Self-Employed,Freelancer,Own,CA
14817,Female,47,Married,0,Graduate,Self-Employed,Freelancer,Own,FL
14818,Male,49,Single,3,High School,Unemployed,Salaried,Rent,NJ
14819,Female,37,Single,0,Postgraduate,Employed,Professional,Own,NC
14820,Female,34,Married,0,High School,Unemployed,Business,Own,TX
14821,Male,41,Married,2,Graduate,Employed,Salaried,Rent,NC
14822,Female,32,Single,1,High School,Self-Employed,Salaried,Own,TX
14823,Female,38,Single,2,High School,Unemployed,Professional,Own,NY
14824,Male,35,Married,1,Graduate,Employed,Business,Own,CA
14825,Male,38,Single,2,Graduate,Self-Employed,Professional,Own,GA
14826,Female,34,Married,1,Graduate,Unemployed,Freelancer,Rent,OH
14827,Male,39,Married,3,High School,Employed,Professional,Rent,NY
14828,Male,38,Married,3,Graduate,Employed,Business,Own,FL
14829,Female,33,Single,3,High School,Self-Employed,Professional,Own,CA
14830,Male,47,Married,3,Graduate,Employed,Freelancer,Own,TX
14831,Male,47,Single,2,Postgraduate,Unemployed,Freelancer,Own,NJ
14832,Male,42,Married,1,High School,Unemployed,Salaried,Rent,AL
14833,Female,61,Divorced,2,Graduate,Employed,Salaried,Own,WA
14834,Female,40,Single,3,Graduate,Employed,Freelancer,Own,NY
14835,Male,54,Married,0,High School,Employed,Professional,Own,CA
14836,Female,38,Married,0,Postgraduate,Self-Employed,Salaried,Rent,MD
14837,Female,28,Divorced,2,Postgraduate,Self-Employed,Professional,Rent,CA
14838,Male,56,Divorced,3,Postgraduate,Self-Employed,Business,Own,NY
14839,Female,27,Married,0,High School,Employed,Freelancer,Rent,SC
14840,Female,48,Single,0,High School,Employed,Freelancer,Other,TX
14841,Male,45,Single,0,Graduate,Self-Employed,Freelancer,Own,TX
14842,Male,46,Married,0,Graduate,Employed,Freelancer,Rent,FL
14843,Female,28,Single,0,High School,Employed,Salaried,Other,NJ
14844,Male,47,Single,2,High School,Employed,Freelancer,Other,CA
14845,Female,21,Married,0,High School,Self-Employed,Freelancer,Other,CA
14846,Male,23,Single,0,Graduate,Employed,Professional,Own,NC
14847,Female,30,Single,2,Postgraduate,Employed,Freelancer,Own,NY
14848,Male,66,Married,2,High School,Employed,Business,Own,MN
14849,Male,49,Married,0,Graduate,Employed,Professional,Own,WI
14850,Male,26,Married,1,High School,Self-Employed,Salaried,Own,CA
14851,Female,50,Married,2,High School,Employed,Professional,Other,CA
14852,Female,54,Married,1,Graduate,Employed,Salaried,Rent,CA
14853,Female,51,Single,1,Postgraduate,Unemployed,Salaried,Own,GA
14854,Male,39,Single,1,High School,Employed,Business,Other,VA
14855,Female,45,Married,2,Graduate,Employed,Business,Own,NY
14856,Male,34,Single,0,Graduate,Employed,Salaried,Rent,CA
14857,Male,39,Divorced,3,High School,Employed,Professional,Other,MI
14858,Male,47,Married,0,Graduate,Unemployed,Freelancer,Own,NJ
14859,Male,44,Married,0,High School,Employed,Business,Rent,NY
14860,Female,65,Single,1,Graduate,Employed,Salaried,Rent,CA
14861,Female,32,Single,3,High School,Unemployed,Salaried,Own,NY
14862,Female,31,Married,1,High School,Employed,Professional,Rent,CA
14863,Male,25,Married,2,High School,Employed,Salaried,Own,NJ
14864,Female,27,Married,0,High School,Employed,Salaried,Own,CA
14865,Female,55,Married,3,High School,Self-Employed,Freelancer,Own,CA
14866,Female,30,Single,0,Graduate,Employed,Business,Rent,CA
14867,Male,26,Divorced,0,High School,Unemployed,Business,Rent,NY
14868,Female,32,Divorced,0,Graduate,Unemployed,Salaried,Rent,HI
14869,Male,43,Married,2,Graduate,Self-Employed,Business,Rent,NY
14870,Male,45,Married,1,Graduate,Self-Employed,Freelancer,Own,CA
14871,Female,49,Married,0,Postgraduate,Unemployed,Business,Own,AK
14872,Male,47,Married,0,Graduate,Unemployed,Salaried,Rent,VA
14873,Male,49,Married,3,Graduate,Self-Employed,Salaried,Own,VA
14874,Male,69,Divorced,1,Graduate,Self-Employed,Freelancer,Rent,FL
14875,Male,18,Divorced,2,High School,Employed,Business,Own,PA
14876,Female,40,Married,1,Postgraduate,Self-Employed,Professional,Rent,MA
14877,Female,27,Single,3,High School,Employed,Professional,Other,TX
14878,Male,60,Single,1,High School,Employed,Business,Own,NJ
14879,Female,40,Married,3,Graduate,Self-Employed,Freelancer,Rent,CA
14880,Male,29,Married,1,Postgraduate,Employed,Freelancer,Own,FL
14881,Male,65,Married,3,Graduate,Self-Employed,Professional,Own,PA
14882,Male,38,Single,0,High School,Employed,Freelancer,Rent,CA
14883,Female,38,Married,1,High School,Unemployed,Business,Own,NY
14884,Male,34,Single,2,Graduate,Unemployed,Freelancer,Own,DC
14885,Male,41,Married,3,High School,Self-Employed,Freelancer,Rent,NY
14886,Female,66,Single,1,High School,Employed,Business,Other,CA
14887,Female,32,Married,1,Graduate,Self-Employed,Professional,Rent,MT
14888,Male,39,Married,0,Graduate,Self-Employed,Salaried,Own,MN
14889,Female,40,Married,1,High School,Self-Employed,Freelancer,Own,CA
14890,Male,19,Married,0,High School,Self-Employed,Salaried,Own,MN
14891,Male,35,Married,0,High School,Self-Employed,Business,Other,MO
14892,Male,31,Single,0,Graduate,Self-Employed,Salaried,Own,NJ
14893,Male,35,Single,1,High School,Self-Employed,Business,Own,VA
14894,Male,44,Single,3,Graduate,Employed,Freelancer,Own,AR
14895,Female,46,Married,3,Graduate,Employed,Freelancer,Rent,TX
14896,Female,38,Single,2,Graduate,Employed,Professional,Own,OH
14897,Male,47,Married,3,Graduate,Unemployed,Salaried,Rent,AZ
14898,Male,41,Single,3,High School,Self-Employed,Business,Rent,MA
14899,Female,47,Married,2,Graduate,Self-Employed,Freelancer,Other,NC
14900,Male,49,Married,2,Postgraduate,Self-Employed,Salaried,Own,MN
14901,Male,48,Married,1,High School,Employed,Salaried,Own,CA
14902,Male,31,Married,0,High School,Employed,Salaried,Own,GA
14903,Female,26,Married,0,High School,Unemployed,Freelancer,Rent,NC
14904,Male,31,Single,0,High School,Employed,Salaried,Rent,AR
14905,Male,67,Married,1,Postgraduate,Self-Employed,Freelancer,Rent,MD
14906,Male,37,Single,1,Postgraduate,Self-Employed,Business,Own,OR
14907,Male,25,Married,2,Graduate,Employed,Freelancer,Own,NY
14908,Male,27,Married,3,Graduate,Self-Employed,Professional,Rent,MA
14909,Female,45,Married,2,High School,Unemployed,Freelancer,Rent,CA
14910,Female,30,Married,3,Graduate,Employed,Salaried,Rent,IL
14911,Female,43,Divorced,2,High School,Unemployed,Business,Rent,CA
14912,Female,27,Married,2,Postgraduate,Unemployed,Business,Rent,FL
14913,Female,33,Single,0,High School,Employed,Business,Rent,SC
14914,Male,37,Divorced,3,High School,Employed,Business,Own,MA
14915,Female,38,Married,2,High School,Employed,Freelancer,Own,CA
14916,Male,34,Married,1,High School,Employed,Salaried,Own,CA
14917,Female,30,Married,0,Graduate,Self-Employed,Freelancer,Own,CA
14918,Female,30,Married,0,Postgraduate,Employed,Freelancer,Own,KY
14919,Male,30,Married,0,Postgraduate,Self-Employed,Business,Rent,TX
14920,Male,49,Married,0,Postgraduate,Unemployed,Business,Own,NY
14921,Male,35,Married,0,High School,Employed,Professional,Rent,WI
14922,Female,35,Divorced,0,Graduate,Employed,Professional,Own,GA
14923,Male,40,Married,0,Postgraduate,Unemployed,Salaried,Own,NY
14924,Female,28,Married,3,Graduate,Employed,Salaried,Own,MN
14925,Female,41,Single,3,High School,Employed,Business,Own,WI
14926,Male,30,Single,1,High School,Employed,Freelancer,Own,SD
14927,Male,33,Married,3,Graduate,Employed,Salaried,Own,CA
14928,Female,49,Married,2,Graduate,Employed,Business,Rent,CA
14929,Female,36,Married,0,High School,Unemployed,Business,Own,HI
14930,Male,34,Married,3,High School,Unemployed,Professional,Own,MA
14931,Male,46,Married,2,Graduate,Self-Employed,Salaried,Own,MA
14932,Male,37,Single,0,Graduate,Employed,Business,Own,NY
14933,Female,40,Divorced,3,Graduate,Employed,Business,Other,NJ
14934,Male,46,Single,0,Graduate,Employed,Salaried,Own,TX
14935,Female,44,Divorced,3,Postgraduate,Self-Employed,Business,Other,PA
14936,Female,50,Married,3,High School,Employed,Freelancer,Other,NC
14937,Male,24,Single,3,High School,Employed,Professional,Own,NY
14938,Male,53,Married,1,High School,Unemployed,Freelancer,Own,IL
14939,Male,36,Single,3,Graduate,Unemployed,Salaried,Own,TX
14940,Female,26,Married,1,High School,Self-Employed,Professional,Other,MN
14941,Female,44,Married,1,Graduate,Employed,Professional,Own,CA
14942,Female,35,Married,3,Graduate,Self-Employed,Freelancer,Own,FL
14943,Female,49,Single,2,High School,Employed,Freelancer,Own,VA
14944,Female,25,Single,2,Graduate,Self-Employed,Freelancer,Other,FL
14945,Male,34,Single,2,Graduate,Unemployed,Freelancer,Other,NY
14946,Male,64,Married,0,Graduate,Employed,Salaried,Own,NC
14947,Male,44,Single,0,Postgraduate,Self-Employed,Professional,Other,NY
14948,Male,26,Single,3,Postgraduate,Self-Employed,Salaried,Own,WI
14949,Male,46,Single,0,Graduate,Employed,Salaried,Own,CA
14950,Female,49,Married,2,High School,Employed,Freelancer,Other,AL
14951,Male,42,Married,0,Graduate,Self-Employed,Salaried,Rent,CA
14952,Female,36,Divorced,0,Postgraduate,Employed,Freelancer,Other,CA
14953,Female,32,Married,3,Postgraduate,Employed,Professional,Rent,CA
14954,Female,42,Single,2,Postgraduate,Unemployed,Freelancer,Own,VA
14955,Female,25,Single,1,Graduate,Self-Employed,Business,Own,IL
14956,Female,48,Divorced,3,Graduate,Self-Employed,Freelancer,Rent,CA
14957,Male,32,Divorced,1,Postgraduate,Employed,Business,Rent,TX
14958,Female,30,Married,0,High School,Employed,Salaried,Own,FL
14959,Male,33,Married,3,High School,Unemployed,Freelancer,Own,NY
14960,Male,40,Single,3,Graduate,Employed,Freelancer,Own,CA
14961,Male,41,Single,3,High School,Employed,Freelancer,Own,CA
14962,Male,35,Single,1,High School,Employed,Professional,Rent,CO
14963,Female,38,Single,3,High School,Self-Employed,Professional,Own,MO
14964,Male,36,Married,1,High School,Employed,Business,Own,MD
14965,Male,47,Married,1,Postgraduate,Self-Employed,Business,Own,CA
14966,Male,18,Married,2,Graduate,Employed,Business,Own,CA
14967,Female,37,Single,2,Graduate,Self-Employed,Freelancer,Own,NY
14968,Female,32,Married,1,Graduate,Unemployed,Business,Own,MA
14969,Male,36,Single,2,Graduate,Self-Employed,Business,Own,NY
14970,Male,41,Married,1,Graduate,Unemployed,Salaried,Own,CA
14971,Female,58,Married,2,Graduate,Unemployed,Professional,Own,FL
14972,Male,38,Married,2,High School,Employed,Freelancer,Other,CA
14973,Female,40,Single,2,High School,Unemployed,Freelancer,Own,TX
14974,Female,42,Married,1,Graduate,Self-Employed,Professional,Own,CA
14975,Female,43,Single,3,High School,Unemployed,Professional,Own,OR
14976,Female,34,Married,2,High School,Unemployed,Professional,Own,NY
14977,Male,28,Married,2,High School,Self-Employed,Professional,Own,NY
14978,Female,27,Single,0,High School,Self-Employed,Business,Own,KS
14979,Male,26,Married,3,Graduate,Unemployed,Freelancer,Other,AZ
14980,Male,54,Single,2,Postgraduate,Employed,Freelancer,Own,CA
14981,Male,42,Divorced,0,High School,Employed,Salaried,Own,NY
14982,Female,38,Married,0,High School,Unemployed,Salaried,Rent,MA
14983,Female,19,Single,1,Postgraduate,Unemployed,Freelancer,Rent,TX
14984,Male,48,Single,0,High School,Employed,Professional,Own,AZ
14985,Female,19,Married,3,High School,Self-Employed,Salaried,Other,FL
14986,Female,48,Single,0,High School,Employed,Freelancer,Rent,WA
14987,Male,31,Married,2,Graduate,Self-Employed,Professional,Own,FL
14988,Male,18,Single,1,High School,Employed,Professional,Rent,CA
14989,Male,38,Married,2,Graduate,Self-Employed,Professional,Other,MD
14990,Female,28,Single,1,Postgraduate,Employed,Freelancer,Own,NY
14991,Female,32,Single,2,Graduate,Employed,Professional,Own,VA
14992,Female,49,Single,1,Graduate,Employed,Salaried,Own,NJ
14993,Male,32,Divorced,2,Graduate,Self-Employed,Freelancer,Rent,NY
14994,Female,34,Single,2,Graduate,Unemployed,Professional,Own,OR
14995,Female,42,Single,3,Graduate,Unemployed,Professional,Own,NY
14996,Female,27,Divorced,2,Postgraduate,Employed,Salaried,Own,PA
14997,Male,42,Single,1,Graduate,Self-Employed,Professional,Rent,TX
14998,Male,25,Single,2,High School,Employed,Salaried,Own,WA
14999,Female,48,Married,2,High School,Employed,Professional,Other,NY
15000,Male,48,Married,0,High School,Employed,Business,Rent,HI
15001,Male,32,Single,1,Graduate,Employed,Business,Rent,MA
15002,Female,20,Divorced,1,Graduate,Employed,Freelancer,Own,KS
15003,Male,25,Married,2,High School,Self-Employed,Salaried,Own,NC
15004,Male,49,Single,1,High School,Self-Employed,Salaried,Rent,NJ
15005,Male,31,Married,1,Postgraduate,Self-Employed,Salaried,Own,CA
15006,Female,46,Married,1,Graduate,Employed,Freelancer,Own,NY
15007,Male,47,Single,2,High School,Employed,Freelancer,Rent,CT
15008,Male,46,Married,2,Graduate,Employed,Freelancer,Own,MA
15009,Female,35,Single,2,High School,Employed,Business,Own,NJ
15010,Male,28,Single,2,Postgraduate,Employed,Professional,Rent,NJ
15011,Male,42,Single,0,Graduate,Employed,Freelancer,Own,CA
15012,Male,35,Married,3,High School,Self-Employed,Professional,Own,NY
15013,Male,50,Single,3,Postgraduate,Self-Employed,Salaried,Own,NY
15014,Female,35,Married,2,High School,Self-Employed,Salaried,Own,NY
15015,Male,58,Married,0,Graduate,Employed,Salaried,Own,IL
15016,Male,19,Married,2,High School,Self-Employed,Salaried,Other,IL
15017,Female,46,Single,3,High School,Unemployed,Professional,Own,NY
15018,Female,40,Married,1,Graduate,Self-Employed,Freelancer,Own,TX
15019,Female,49,Married,0,High School,Employed,Business,Rent,GA
15020,Male,33,Single,3,High School,Unemployed,Professional,Other,OH
15021,Female,44,Married,1,High School,Employed,Professional,Rent,VA
15022,Male,63,Married,1,High School,Employed,Professional,Rent,NY
15023,Female,39,Married,0,High School,Employed,Freelancer,Own,FL
15024,Female,26,Divorced,1,Graduate,Self-Employed,Professional,Own,RI
15025,Male,39,Married,3,Postgraduate,Unemployed,Freelancer,Own,NJ
15026,Male,59,Married,0,Graduate,Unemployed,Professional,Own,AZ
15027,Female,26,Single,1,Postgraduate,Employed,Freelancer,Rent,AZ
15028,Male,39,Married,2,High School,Self-Employed,Business,Own,NY
15029,Female,25,Single,1,High School,Unemployed,Salaried,Other,CA
15030,Female,36,Single,1,Postgraduate,Unemployed,Business,Own,NY
15031,Male,46,Married,1,Postgraduate,Employed,Business,Rent,MA
15032,Female,69,Divorced,2,High School,Self-Employed,Business,Own,CO
15033,Female,28,Married,1,Graduate,Unemployed,Business,Own,AZ
15034,Male,30,Divorced,0,Graduate,Unemployed,Salaried,Own,NJ
15035,Male,34,Married,0,High School,Employed,Professional,Own,MD
15036,Female,31,Married,1,High School,Self-Employed,Business,Own,NC
15037,Female,34,Married,0,High School,Self-Employed,Salaried,Own,NY
15038,Female,35,Married,0,High School,Self-Employed,Professional,Own,DC
15039,Female,32,Married,0,High School,Employed,Freelancer,Own,KS
15040,Female,25,Married,2,Graduate,Employed,Freelancer,Other,NY
15041,Female,46,Single,3,Graduate,Employed,Freelancer,Rent,OH
15042,Female,27,Married,1,Graduate,Self-Employed,Professional,Rent,NY
15043,Female,31,Married,1,Postgraduate,Employed,Salaried,Own,OR
15044,Male,38,Married,3,Graduate,Employed,Professional,Own,FL
15045,Male,66,Single,3,Graduate,Employed,Salaried,Own,MA
15046,Female,32,Married,0,High School,Employed,Business,Own,CA
15047,Male,33,Married,2,High School,Self-Employed,Freelancer,Own,MA
15048,Male,44,Married,2,High School,Employed,Salaried,Own,CA
15049,Female,45,Married,2,Postgraduate,Employed,Freelancer,Rent,MD
15050,Male,48,Divorced,2,Postgraduate,Employed,Freelancer,Own,MA
15051,Male,22,Divorced,1,High School,Employed,Professional,Own,NY
15052,Male,43,Single,1,Graduate,Self-Employed,Salaried,Rent,AZ
15053,Male,44,Married,2,High School,Employed,Salaried,Own,OR
15054,Male,54,Single,1,Postgraduate,Employed,Business,Rent,DC
15055,Female,26,Married,1,High School,Employed,Salaried,Other,NY
15056,Female,67,Single,3,Graduate,Employed,Business,Own,TX
15057,Male,25,Single,1,Graduate,Unemployed,Salaried,Rent,CA
15058,Female,28,Married,1,High School,Self-Employed,Salaried,Own,NJ
15059,Male,34,Married,2,Graduate,Employed,Freelancer,Own,NY
15060,Male,48,Single,1,High School,Unemployed,Business,Rent,OR
