applicant_id,loan_history,loan_amount_requested,loan_term,loan_purpose,interest_rate,loan_type,co-applicant,transaction_frequency
17452,0,43602,138,Home,14.48,Unsecured,Yes,9
17453,0,23827,195,Home,4.42,Secured,No,26
17454,0,27787,79,Education,3.98,Secured,Yes,21
17455,0,25164,45,Home,14.64,Secured,Yes,12
17456,0,20568,15,Home,13.62,Secured,No,25
17457,1,9985,190,Education,3.7,Secured,No,20
17458,0,20000,209,Personal,7.81,Unsecured,No,20
17459,0,36775,136,Personal,7.57,Unsecured,Yes,21
17460,0,20000,193,Personal,11.33,Unsecured,Yes,15
17461,0,20000,233,Education,3.75,Secured,No,7
17462,0,27152,40,Education,14.48,Unsecured,No,15
17463,0,22098,123,Personal,7.37,Unsecured,Yes,16
17464,1,20000,62,Personal,14.44,Secured,Yes,15
17465,0,20000,22,Vehicle,6.67,Unsecured,No,24
17466,1,25594,231,Education,10.11,Secured,No,11
17467,0,20606,192,Home,10.96,Secured,Yes,13
17468,0,34283,205,Home,10.64,Unsecured,No,29
17469,1,11281,186,Home,12.65,Unsecured,No,27
17470,0,21908,118,Personal,14.65,Secured,No,28
17471,0,6002,206,Home,8.28,Unsecured,No,14
17472,1,26685,239,Vehicle,13.01,Unsecured,Yes,29
17473,0,31929,33,Personal,9.29,Secured,Yes,9
17474,0,20141,177,Home,3.54,Unsecured,Yes,25
17475,0,25249,211,Home,5.42,Unsecured,No,10
17476,1,22423,32,Vehicle,7.49,Secured,Yes,25
17477,0,20000,29,Vehicle,7.39,Secured,Yes,19
17478,0,6565,229,Vehicle,12.81,Unsecured,Yes,26
17479,0,22394,62,Home,6.15,Unsecured,No,7
17480,1,20000,230,Home,8.31,Unsecured,Yes,5
17481,1,22524,166,Home,6.92,Unsecured,No,19
17482,0,7995,96,Home,12.17,Secured,Yes,10
17483,0,13627,150,Vehicle,14.6,Secured,Yes,20
17484,1,21270,180,Vehicle,3.87,Secured,No,26
17485,0,8332,32,Personal,13.74,Secured,No,23
17486,0,29800,131,Home,3.6,Unsecured,Yes,27
17487,0,42592,64,Vehicle,11.48,Secured,Yes,13
17488,0,30399,233,Home,6.83,Unsecured,Yes,20
17489,0,15782,56,Personal,11.13,Secured,No,25
17490,0,12109,92,Personal,9.97,Secured,Yes,11
17491,0,11815,27,Home,4.14,Secured,No,29
17492,0,20000,178,Personal,14.23,Unsecured,No,6
17493,0,8266,53,Vehicle,9.25,Secured,Yes,14
17494,0,20000,224,Vehicle,13.31,Secured,Yes,26
17495,0,23230,212,Home,5.8,Unsecured,Yes,9
17496,0,21160,75,Education,10,Secured,No,15
17497,0,20000,100,Home,11.48,Unsecured,Yes,8
17498,1,20749,198,Vehicle,4.45,Unsecured,No,6
17499,0,26747,109,Education,7.07,Unsecured,No,11
17500,0,6381,14,Home,14.83,Unsecured,No,15
17501,0,27546,42,Vehicle,10.64,Unsecured,No,17
17502,0,31155,128,Personal,11.63,Secured,No,16
17503,0,9307,123,Home,12.5,Unsecured,Yes,6
17504,0,22713,139,Home,11.26,Secured,No,11
17505,0,22180,93,Home,5.76,Secured,No,24
17506,0,29518,161,Home,8.17,Unsecured,No,27
17507,0,26167,223,Home,6.62,Secured,No,5
17508,0,26170,16,Education,9.57,Unsecured,Yes,27
17509,0,20000,59,Personal,14.12,Unsecured,Yes,27
17510,0,7895,149,Education,9.34,Secured,Yes,16
17511,0,25910,127,Education,10.17,Secured,Yes,8
17512,1,41222,95,Education,12.77,Secured,Yes,14
17513,0,26873,224,Education,14.9,Secured,No,26
17514,0,20000,71,Vehicle,14.67,Unsecured,Yes,14
17515,0,30545,155,Home,14.35,Secured,No,11
17516,0,10840,23,Vehicle,3.81,Unsecured,No,28
17517,0,7128,230,Personal,7.83,Secured,Yes,27
17518,0,24380,60,Vehicle,3.61,Unsecured,No,15
17519,0,10848,187,Education,10.39,Secured,No,28
17520,0,27924,138,Home,4.94,Secured,Yes,22
17521,0,37742,200,Education,14.9,Unsecured,Yes,8
17522,1,22362,151,Education,5.66,Unsecured,Yes,20
17523,0,20001,210,Home,13.57,Secured,No,20
17524,0,16197,67,Vehicle,13.59,Unsecured,No,17
17525,0,22859,199,Home,8.84,Secured,No,11
17526,0,22925,49,Personal,11.17,Secured,No,22
17527,0,6893,140,Vehicle,12.63,Secured,No,19
17528,0,8900,237,Personal,3.53,Unsecured,No,22
17529,0,8391,154,Home,13.38,Secured,No,29
17530,0,22770,215,Home,8.21,Secured,Yes,20
17531,0,40396,91,Personal,8.82,Unsecured,No,23
17532,0,25073,84,Home,12.54,Unsecured,Yes,25
17533,0,26312,66,Home,4.31,Unsecured,Yes,21
17534,0,18560,224,Vehicle,4.37,Secured,No,12
17535,0,10465,145,Personal,3.92,Unsecured,No,25
17536,0,14862,22,Vehicle,11.65,Unsecured,No,23
17537,1,27795,142,Home,13.11,Secured,No,6
17538,1,8560,54,Vehicle,4.52,Secured,Yes,21
17539,0,12508,97,Personal,13.36,Unsecured,No,15
17540,0,30324,85,Home,14.66,Secured,Yes,10
17541,0,23711,71,Home,12.5,Unsecured,No,27
17542,0,6538,143,Home,14.91,Secured,No,6
17543,0,23972,133,Personal,6.01,Secured,Yes,23
17544,0,6613,154,Education,14.67,Secured,Yes,18
17545,0,26904,119,Home,11.05,Secured,Yes,5
17546,0,7077,69,Personal,4.49,Unsecured,No,26
17547,0,7216,162,Education,11.09,Unsecured,No,21
17548,0,23832,136,Education,7.29,Secured,Yes,27
17549,1,10511,236,Home,10.57,Unsecured,Yes,15
17550,0,24721,142,Education,14.71,Secured,Yes,26
17551,0,20000,37,Education,13.46,Secured,Yes,6
17552,0,33483,207,Home,6.36,Unsecured,Yes,10
17553,0,20000,86,Personal,7.42,Unsecured,No,19
17554,0,7517,17,Home,4.56,Unsecured,Yes,23
17555,0,5753,223,Vehicle,10.09,Unsecured,Yes,24
17556,0,22662,199,Home,11.17,Secured,Yes,17
17557,0,26144,205,Personal,12.74,Unsecured,No,13
17558,0,24132,229,Home,13.55,Secured,No,19
17559,0,20000,94,Home,7.94,Unsecured,No,17
17560,0,17462,32,Education,10.28,Secured,Yes,29
17561,1,26109,185,Education,9.87,Unsecured,No,22
17562,0,25872,79,Home,10.91,Secured,Yes,19
17563,0,29738,96,Education,10.8,Unsecured,No,18
17564,0,21006,51,Personal,5.71,Unsecured,Yes,9
17565,0,11813,212,Home,8.33,Unsecured,Yes,24
17566,0,26325,226,Home,6.49,Unsecured,No,21
17567,0,24497,223,Education,11.64,Unsecured,No,5
17568,0,5969,121,Home,10.63,Secured,Yes,28
17569,1,24394,72,Education,12.74,Secured,No,29
17570,0,25317,97,Home,6.1,Unsecured,No,21
17571,0,14489,54,Personal,5.67,Unsecured,Yes,11
17572,0,14053,60,Education,11.44,Unsecured,No,26
17573,0,25969,66,Home,13.18,Unsecured,No,28
17574,0,20052,219,Vehicle,4.2,Unsecured,Yes,11
17575,0,22032,207,Personal,6.55,Secured,Yes,26
17576,1,8778,131,Education,10.41,Secured,No,13
17577,0,26643,215,Home,11.33,Unsecured,Yes,7
17578,1,24463,145,Home,9.3,Unsecured,Yes,17
17579,1,20267,109,Home,14.85,Unsecured,No,27
17580,0,5229,63,Education,8.55,Secured,No,14
17581,1,23895,12,Home,14.41,Secured,Yes,25
17582,0,33767,230,Education,3.85,Unsecured,Yes,20
17583,0,26811,34,Vehicle,6.1,Secured,No,11
17584,0,7890,153,Home,14.87,Unsecured,Yes,14
17585,0,31287,137,Home,10.51,Secured,No,28
17586,0,20000,112,Education,14.96,Secured,No,9
17587,0,36534,167,Education,13.64,Unsecured,Yes,25
17588,0,28170,59,Vehicle,5.03,Secured,Yes,28
17589,0,23401,150,Home,12.05,Secured,No,28
17590,0,21033,171,Education,13.69,Unsecured,Yes,21
17591,0,20171,207,Home,11.14,Unsecured,No,21
17592,0,16970,39,Home,13.52,Unsecured,No,11
17593,1,27648,61,Vehicle,3.79,Unsecured,Yes,14
17594,0,40116,159,Home,11.13,Secured,No,27
17595,1,10431,230,Personal,10.88,Secured,No,24
17596,0,16660,218,Personal,4.44,Unsecured,No,5
17597,0,20765,74,Vehicle,13.9,Unsecured,No,21
17598,0,31537,172,Education,12.38,Unsecured,No,25
17599,0,9399,29,Home,5.26,Secured,No,22
17600,0,11583,196,Personal,4.05,Secured,No,18
17601,0,21952,178,Vehicle,4.68,Unsecured,Yes,28
17602,0,23790,60,Vehicle,14.21,Secured,No,12
17603,0,31625,220,Vehicle,12.94,Unsecured,No,11
17604,0,20000,145,Vehicle,11.15,Secured,No,22
17605,0,22544,46,Home,11.22,Secured,No,15
17606,0,23883,28,Education,8.92,Secured,No,18
17607,0,24080,116,Home,8.83,Secured,Yes,24
17608,0,26174,179,Personal,13.38,Secured,No,21
17609,0,25104,42,Home,11.3,Secured,No,9
17610,0,27112,168,Vehicle,13.56,Unsecured,Yes,11
17611,0,25139,114,Personal,13.88,Unsecured,Yes,9
17612,0,28972,59,Personal,12.37,Unsecured,No,26
17613,0,14327,173,Vehicle,12.2,Unsecured,No,29
17614,1,34467,175,Vehicle,14.94,Secured,No,19
17615,0,11903,175,Education,11.53,Unsecured,Yes,8
17616,0,20801,91,Vehicle,4.5,Unsecured,Yes,19
17617,1,25264,150,Education,14.88,Secured,Yes,26
17618,1,43198,127,Vehicle,5.76,Unsecured,No,15
17619,1,12698,45,Home,11.52,Unsecured,Yes,5
17620,0,21811,97,Vehicle,6.06,Secured,Yes,25
17621,1,24854,39,Personal,13.02,Unsecured,No,23
17622,0,42398,169,Education,13.24,Secured,No,28
17623,1,11349,181,Education,13.8,Unsecured,No,8
17624,1,5558,12,Personal,7.61,Secured,Yes,9
17625,0,21330,237,Home,8.8,Secured,Yes,17
17626,0,20000,133,Vehicle,7.55,Unsecured,Yes,26
17627,0,20000,77,Personal,7.92,Unsecured,No,19
17628,0,22194,197,Home,11.91,Secured,No,25
17629,1,20000,185,Home,7.45,Unsecured,Yes,17
17630,1,9070,101,Home,9.14,Secured,No,21
17631,0,8040,27,Personal,5.36,Unsecured,No,14
17632,0,20160,27,Vehicle,9.46,Unsecured,Yes,7
17633,0,21423,120,Home,8.58,Secured,No,20
17634,0,36111,142,Education,12.45,Secured,Yes,20
17635,0,20825,40,Education,8.41,Unsecured,Yes,16
17636,0,37427,104,Vehicle,8.67,Unsecured,Yes,29
17637,0,21344,14,Education,12.98,Secured,Yes,17
17638,0,31652,25,Home,10.98,Secured,No,16
17639,0,24255,168,Home,13.08,Secured,Yes,25
17640,0,15049,181,Education,14.27,Secured,Yes,26
17641,0,22971,118,Personal,6.04,Secured,No,12
17642,0,40535,73,Home,12.14,Unsecured,No,6
17643,0,27081,133,Education,11.51,Secured,No,17
17644,0,21712,82,Education,5.07,Unsecured,No,26
17645,0,6961,61,Education,14,Unsecured,Yes,20
17646,0,6421,196,Home,10.36,Secured,No,25
17647,0,33630,39,Home,3.63,Unsecured,Yes,24
17648,0,20127,62,Education,7.42,Secured,Yes,7
17649,1,27089,204,Home,4.75,Unsecured,No,15
17650,0,6403,179,Home,6.53,Secured,No,21
17651,0,20954,191,Home,5.48,Secured,Yes,16
17652,0,26642,173,Vehicle,9.56,Unsecured,No,10
17653,1,24934,18,Vehicle,12.45,Unsecured,No,27
17654,0,18978,22,Home,5.91,Secured,Yes,21
17655,1,30454,101,Home,8.41,Secured,No,15
17656,0,18325,49,Education,14.57,Unsecured,No,20
17657,0,25542,132,Home,11.16,Secured,Yes,14
17658,1,10312,135,Vehicle,13.62,Unsecured,No,28
17659,0,38361,154,Education,11.11,Secured,No,14
17660,0,5439,184,Home,7.83,Unsecured,Yes,13
17661,0,20032,170,Home,9.95,Secured,No,9
17662,0,27737,213,Personal,4.71,Secured,No,28
17663,0,5029,189,Personal,4.28,Secured,Yes,7
17664,0,7163,22,Vehicle,12.87,Secured,Yes,10
17665,1,21420,108,Vehicle,5.44,Secured,Yes,6
17666,0,27573,197,Personal,6.88,Secured,Yes,22
17667,0,24150,170,Education,5,Unsecured,No,29
17668,0,20000,196,Education,8.27,Secured,Yes,18
17669,0,22302,236,Home,4.29,Secured,Yes,20
17670,0,21047,196,Vehicle,7.1,Unsecured,Yes,22
17671,0,20467,92,Vehicle,6.87,Secured,Yes,11
17672,1,5958,123,Vehicle,5.82,Unsecured,Yes,11
17673,0,15996,197,Personal,14.72,Unsecured,No,27
17674,0,25546,226,Home,4.09,Unsecured,No,26
17675,0,31075,118,Vehicle,9.23,Unsecured,Yes,23
17676,0,32851,168,Home,7.61,Unsecured,Yes,29
17677,1,31512,232,Home,5.48,Secured,No,26
17678,0,26282,72,Personal,14.12,Secured,No,10
17679,0,33635,40,Vehicle,9.26,Secured,Yes,6
17680,0,21860,231,Home,3.78,Unsecured,No,16
17681,0,21281,158,Home,14.13,Secured,Yes,14
17682,0,8253,119,Home,12.84,Unsecured,No,21
17683,0,22769,218,Personal,14.83,Secured,No,27
17684,0,24126,171,Personal,10.05,Secured,No,18
17685,0,20000,82,Vehicle,8.64,Unsecured,No,7
17686,1,6101,16,Education,6,Secured,No,13
17687,0,27561,27,Education,13.5,Secured,Yes,22
17688,0,15211,153,Education,8.07,Unsecured,No,12
17689,1,8085,111,Vehicle,8.04,Secured,Yes,16
17690,0,6827,49,Home,14.46,Unsecured,No,25
17691,0,24903,102,Vehicle,9.2,Secured,No,23
17692,0,24029,215,Personal,9.03,Unsecured,Yes,16
17693,0,8708,80,Vehicle,10.5,Secured,No,18
17694,0,24025,148,Vehicle,12.36,Unsecured,Yes,22
17695,0,20514,176,Home,4.46,Secured,No,10
17696,0,37367,160,Personal,10.26,Unsecured,Yes,7
17697,0,20000,35,Home,11.08,Secured,No,29
17698,1,15308,144,Home,12.54,Secured,Yes,5
17699,0,29624,152,Vehicle,6.46,Secured,No,13
17700,0,7272,45,Home,12.95,Unsecured,Yes,27
17701,1,18003,42,Education,13.31,Unsecured,Yes,17
17702,0,30398,227,Home,13.72,Unsecured,Yes,16
17703,0,25380,73,Education,10.86,Unsecured,Yes,14
17704,0,12492,39,Vehicle,7.45,Unsecured,Yes,9
17705,0,28099,148,Vehicle,13.17,Secured,Yes,24
17706,0,7293,37,Home,9.23,Unsecured,Yes,16
17707,0,5571,239,Home,14.84,Secured,Yes,21
17708,0,25692,184,Home,10.45,Secured,Yes,20
17709,1,10194,132,Home,6.2,Unsecured,No,23
17710,0,24463,17,Personal,14.55,Secured,Yes,9
17711,0,22678,50,Personal,11.82,Secured,Yes,7
17712,1,5276,26,Education,10.05,Unsecured,Yes,16
17713,0,16197,133,Education,13.64,Unsecured,Yes,17
17714,0,25948,64,Home,14.55,Secured,Yes,22
17715,0,22245,94,Home,12.43,Secured,No,29
17716,0,24238,19,Education,13.69,Secured,Yes,5
17717,1,29409,115,Home,8.27,Unsecured,No,23
17718,0,38096,177,Home,5.3,Unsecured,No,24
17719,0,26199,44,Vehicle,10.86,Secured,Yes,11
17720,0,30689,114,Home,11.14,Secured,No,14
17721,0,5763,176,Vehicle,5.16,Secured,No,27
17722,0,21399,238,Education,5.32,Secured,Yes,12
17723,0,28081,72,Home,10.63,Secured,Yes,15
17724,0,8425,34,Home,7.62,Unsecured,No,25
17725,0,6064,121,Personal,9.71,Secured,No,22
17726,0,6474,186,Education,7.13,Unsecured,Yes,7
17727,0,20621,177,Home,8.27,Unsecured,No,25
17728,0,22938,46,Vehicle,13.73,Secured,No,10
17729,1,20000,126,Personal,9.79,Secured,Yes,26
17730,1,20408,29,Education,13.55,Unsecured,Yes,5
17731,0,23094,123,Personal,12.19,Unsecured,Yes,23
17732,0,30390,131,Home,13.7,Secured,No,16
17733,0,44323,220,Education,11.46,Unsecured,Yes,23
17734,0,23011,19,Home,11.4,Unsecured,Yes,24
17735,0,26448,72,Home,13.63,Unsecured,No,7
17736,1,33945,104,Vehicle,5.97,Secured,Yes,20
17737,0,34982,67,Home,7.82,Unsecured,No,27
17738,0,23602,125,Education,8.78,Unsecured,Yes,12
17739,0,22399,78,Home,14.57,Unsecured,No,16
17740,0,20000,230,Home,8.7,Unsecured,Yes,9
17741,0,28233,235,Education,9.32,Secured,Yes,29
17742,0,25344,81,Vehicle,8.09,Secured,No,25
17743,0,21874,222,Home,8.39,Unsecured,No,14
17744,1,5771,228,Home,6.81,Secured,Yes,21
17745,0,21272,100,Home,4.16,Unsecured,Yes,18
17746,1,20000,149,Education,5.03,Secured,Yes,20
17747,0,8025,115,Home,12.14,Unsecured,No,9
17748,0,29869,51,Vehicle,10.9,Secured,No,28
17749,0,21674,179,Education,11.98,Unsecured,No,17
17750,0,20706,63,Home,9.89,Secured,No,22
17751,1,16109,135,Vehicle,14.14,Unsecured,Yes,17
17752,1,20000,135,Vehicle,10.5,Unsecured,No,13
17753,1,20000,27,Education,7.15,Secured,No,22
17754,0,33542,64,Education,7.35,Unsecured,No,23
17755,0,25811,82,Education,7.54,Secured,Yes,25
17756,1,21815,74,Personal,7.19,Unsecured,No,18
17757,0,10208,12,Education,11.3,Unsecured,No,24
17758,0,21118,230,Education,12.99,Secured,No,16
17759,0,20361,115,Home,3.84,Secured,No,8
17760,0,20703,180,Personal,4.41,Unsecured,No,9
17761,0,26859,26,Education,13.65,Unsecured,No,7
17762,1,19941,205,Home,4.07,Unsecured,No,12
17763,0,31061,109,Home,3.71,Unsecured,No,15
17764,0,20148,54,Education,7.6,Secured,No,22
17765,0,20000,230,Home,7.64,Unsecured,Yes,22
17766,1,20000,160,Education,7.84,Unsecured,No,25
17767,0,34917,91,Vehicle,7.82,Unsecured,No,22
17768,1,6519,137,Home,6.18,Unsecured,Yes,25
17769,0,35062,31,Personal,5.62,Unsecured,Yes,25
17770,0,8317,29,Vehicle,12,Secured,No,24
17771,0,6106,145,Home,12.32,Secured,No,14
17772,0,15425,70,Education,11.94,Unsecured,No,24
17773,0,21823,179,Personal,4.23,Secured,No,8
17774,0,32634,152,Home,12.69,Unsecured,No,10
17775,0,14146,51,Personal,12.34,Secured,No,21
17776,0,7945,219,Vehicle,14.99,Secured,No,15
17777,1,5243,196,Personal,6.72,Secured,Yes,12
17778,0,27529,35,Vehicle,8.17,Secured,Yes,11
17779,0,20000,134,Education,11.27,Secured,No,6
17780,1,7703,213,Education,6.43,Secured,Yes,5
17781,0,20000,136,Vehicle,4.58,Secured,No,15
17782,0,22602,142,Personal,13.33,Unsecured,Yes,23
17783,1,29786,217,Education,8.12,Secured,No,18
17784,0,23534,121,Education,4.52,Secured,No,9
17785,0,20000,217,Vehicle,3.58,Unsecured,Yes,18
17786,0,27093,110,Personal,9.83,Secured,Yes,8
17787,0,40223,119,Vehicle,7.31,Secured,Yes,21
17788,0,31983,68,Vehicle,14.09,Unsecured,Yes,22
17789,0,27499,214,Vehicle,14.16,Secured,No,26
17790,0,22110,128,Personal,3.56,Unsecured,No,24
17791,1,22415,140,Home,12.73,Unsecured,No,5
17792,0,20078,126,Home,4.48,Secured,Yes,18
17793,0,24244,158,Vehicle,9.68,Secured,No,26
17794,1,7304,212,Home,5.91,Unsecured,Yes,16
17795,1,5094,98,Home,12.01,Unsecured,No,9
17796,0,21755,228,Home,4.37,Secured,Yes,7
17797,0,21019,197,Vehicle,10.72,Unsecured,Yes,23
17798,0,27335,187,Home,14.38,Secured,No,15
17799,0,30286,193,Home,9.95,Unsecured,No,13
17800,0,10150,197,Personal,5.46,Unsecured,Yes,12
17801,0,10465,210,Education,9.98,Secured,No,12
17802,0,6292,178,Home,5.03,Secured,No,8
17803,0,20000,22,Personal,5.06,Unsecured,Yes,23
17804,0,20000,54,Education,10.54,Secured,Yes,13
17805,0,17940,137,Education,11.76,Secured,No,17
17806,0,20779,46,Home,12.88,Unsecured,Yes,23
17807,0,20000,127,Personal,12.24,Secured,Yes,5
17808,0,5950,123,Vehicle,14.81,Secured,Yes,9
17809,0,24638,121,Vehicle,4.87,Unsecured,No,22
17810,0,20804,83,Home,13.91,Secured,Yes,5
17811,0,11748,37,Education,12.87,Unsecured,No,26
17812,0,28520,176,Vehicle,10.49,Unsecured,No,23
17813,0,20720,106,Vehicle,13.28,Secured,Yes,5
17814,0,20160,212,Vehicle,9.72,Secured,No,12
17815,1,20448,101,Personal,9.82,Unsecured,No,5
17816,0,26287,66,Personal,6.95,Unsecured,Yes,17
17817,0,20702,160,Education,13.36,Unsecured,No,14
17818,0,24760,63,Vehicle,10.53,Unsecured,No,15
17819,0,11104,211,Education,7.51,Secured,No,16
17820,0,39401,20,Vehicle,5.2,Secured,No,25
17821,0,13657,106,Personal,14.87,Unsecured,Yes,23
17822,0,30536,176,Home,4.97,Secured,No,15
17823,0,21766,230,Personal,4.1,Unsecured,Yes,28
17824,0,21090,197,Home,3.76,Secured,Yes,18
17825,0,41830,77,Personal,11.53,Unsecured,No,26
17826,0,12713,27,Education,12.67,Secured,Yes,10
17827,0,28700,15,Vehicle,9.74,Secured,No,7
17828,0,20682,20,Home,11.12,Secured,Yes,28
17829,0,20000,144,Home,5.06,Secured,No,28
17830,0,24283,63,Home,12.89,Secured,Yes,5
17831,0,35230,185,Home,12.13,Secured,No,26
17832,0,20000,28,Home,6.87,Unsecured,Yes,20
17833,0,31805,103,Education,5.32,Unsecured,Yes,7
17834,0,25106,88,Education,9.08,Unsecured,No,27
17835,0,30899,52,Home,8.79,Unsecured,Yes,19
17836,0,39366,184,Education,10.49,Secured,No,14
17837,0,36712,34,Home,11.69,Secured,No,5
17838,0,34612,61,Vehicle,7.6,Secured,Yes,25
17839,1,18639,218,Vehicle,3.99,Secured,No,27
17840,0,7539,136,Home,8.84,Unsecured,Yes,29
17841,1,8869,142,Education,3.73,Secured,No,18
17842,0,20000,229,Personal,11.22,Secured,No,25
17843,1,12059,181,Home,12.66,Unsecured,No,13
17844,0,35455,128,Home,14.09,Unsecured,No,5
17845,1,6662,94,Home,14.34,Unsecured,No,10
17846,0,40902,167,Vehicle,6.12,Secured,Yes,6
17847,1,20000,54,Home,3.67,Secured,Yes,15
17848,0,39188,186,Personal,4.51,Secured,Yes,20
17849,0,20000,160,Home,10.32,Unsecured,No,5
17850,1,16681,158,Education,13.01,Secured,No,13
17851,0,15517,92,Vehicle,8.85,Unsecured,Yes,24
17852,0,22088,208,Education,4.8,Secured,No,7
17853,0,22161,147,Home,11.49,Secured,Yes,20
17854,0,30794,103,Home,3.92,Secured,Yes,27
17855,0,23751,147,Education,11.49,Secured,No,23
17856,0,6754,87,Personal,13.21,Secured,Yes,10
17857,0,20721,165,Vehicle,14.84,Secured,No,15
17858,0,8976,153,Home,12.7,Unsecured,No,12
17859,1,20223,36,Education,11.6,Unsecured,No,24
17860,0,25290,31,Personal,6.11,Secured,No,10
17861,0,14915,198,Vehicle,13.92,Secured,Yes,26
17862,0,20000,99,Vehicle,7.29,Secured,No,22
17863,1,20019,163,Home,8.2,Unsecured,No,28
17864,0,26733,154,Vehicle,13.31,Secured,No,15
17865,0,14395,78,Home,6.6,Secured,No,28
17866,1,31764,229,Vehicle,10.85,Secured,No,18
17867,0,20150,124,Home,10.91,Unsecured,Yes,5
17868,0,23594,198,Home,4.36,Secured,No,9
17869,0,25862,182,Home,7.64,Secured,No,28
17870,1,23049,54,Personal,13.18,Unsecured,Yes,8
17871,0,26895,161,Education,10.88,Unsecured,Yes,16
17872,0,21181,33,Home,12.16,Unsecured,No,26
17873,1,6871,143,Personal,14.65,Unsecured,Yes,24
17874,0,28758,165,Home,14.23,Secured,No,14
17875,0,6536,164,Home,14.49,Unsecured,Yes,26
17876,1,39439,211,Personal,6.65,Unsecured,Yes,16
17877,0,20000,211,Home,7.82,Unsecured,No,6
17878,0,31104,165,Personal,6.85,Unsecured,No,24
17879,0,31757,128,Home,4.16,Unsecured,Yes,19
17880,0,20855,227,Home,11.69,Unsecured,No,27
17881,0,24442,111,Personal,12.24,Secured,Yes,23
17882,0,6372,202,Home,12.89,Secured,No,11
17883,0,32574,69,Personal,4.34,Unsecured,Yes,13
17884,0,31731,230,Home,6.75,Unsecured,Yes,26
17885,0,21424,196,Home,11.58,Unsecured,Yes,12
17886,0,27114,25,Home,4,Secured,Yes,19
17887,0,21118,18,Education,13.14,Unsecured,No,14
17888,0,20000,217,Home,13.52,Unsecured,Yes,5
17889,0,5991,29,Home,13.35,Unsecured,Yes,29
17890,0,6198,97,Vehicle,10.57,Unsecured,No,9
17891,0,20000,125,Education,14.22,Secured,Yes,29
17892,0,21972,81,Home,4.52,Secured,No,10
17893,0,14613,199,Home,13.66,Secured,No,7
17894,0,29044,145,Home,13.22,Unsecured,No,21
17895,0,22342,115,Education,7.67,Secured,No,11
17896,0,34363,186,Personal,5.1,Unsecured,No,25
17897,0,36443,113,Home,10.44,Secured,Yes,14
17898,1,8374,29,Education,5.18,Unsecured,No,28
17899,0,20000,24,Personal,11.91,Unsecured,Yes,15
17900,0,25189,109,Education,9.52,Unsecured,No,5
17901,0,20116,22,Vehicle,5.12,Unsecured,No,5
17902,0,20000,194,Home,8.43,Secured,Yes,13
17903,0,7637,108,Home,10.89,Unsecured,Yes,18
17904,0,33210,34,Education,11.01,Secured,No,22
17905,0,20000,50,Home,5.67,Unsecured,Yes,6
17906,0,8082,91,Home,10.46,Unsecured,No,27
17907,0,23064,169,Personal,5.54,Secured,No,6
17908,0,27790,32,Vehicle,12.08,Secured,Yes,26
17909,0,41054,34,Home,8.6,Unsecured,No,15
17910,0,26821,170,Education,9.37,Secured,No,24
17911,0,24095,195,Education,14.56,Unsecured,Yes,26
17912,0,20000,45,Education,13.34,Secured,Yes,9
17913,0,20032,51,Home,14.63,Secured,No,9
17914,0,19872,143,Education,10.09,Unsecured,Yes,27
17915,0,20052,168,Home,11.42,Secured,Yes,13
17916,1,39946,181,Vehicle,12.56,Unsecured,No,15
17917,1,21949,50,Vehicle,10,Secured,No,7
17918,0,15128,57,Education,11.58,Unsecured,No,20
17919,1,26255,112,Education,12.59,Secured,No,9
17920,0,19869,129,Home,10.66,Unsecured,No,21
17921,0,26420,18,Home,10.4,Secured,Yes,11
17922,0,7847,205,Education,11.4,Secured,No,12
17923,0,23021,220,Vehicle,13.04,Unsecured,No,15
17924,0,31288,96,Home,9.71,Secured,Yes,29
17925,0,30878,138,Home,7.15,Unsecured,No,18
17926,0,19567,116,Home,10.84,Unsecured,No,25
17927,1,22210,15,Vehicle,10.47,Unsecured,No,21
17928,0,21933,30,Personal,4.9,Unsecured,No,9
17929,1,28936,170,Home,12.97,Secured,Yes,25
17930,0,8971,41,Vehicle,4.24,Unsecured,Yes,10
17931,0,15933,27,Home,9.2,Unsecured,No,24
17932,0,37309,198,Personal,5.03,Secured,Yes,7
17933,1,32167,158,Home,13.67,Secured,Yes,20
17934,0,31838,106,Home,14.33,Secured,Yes,27
17935,1,8850,64,Vehicle,12.01,Secured,Yes,22
17936,0,10639,53,Vehicle,13.99,Secured,Yes,29
17937,0,20354,169,Education,13.65,Secured,No,28
17938,0,20000,116,Home,6.42,Secured,No,21
17939,0,5870,13,Vehicle,13.33,Unsecured,Yes,7
17940,0,14575,37,Education,5.8,Unsecured,No,13
17941,0,22627,157,Home,13.87,Secured,No,11
17942,0,20000,167,Personal,12.52,Unsecured,Yes,24
17943,0,37171,190,Home,3.62,Unsecured,No,21
17944,1,20337,104,Vehicle,7.92,Secured,No,26
17945,0,24779,193,Home,12.91,Unsecured,Yes,22
17946,0,27385,104,Vehicle,4.53,Unsecured,Yes,8
17947,0,27283,228,Vehicle,6.05,Secured,Yes,20
17948,0,36709,209,Home,7.96,Unsecured,No,18
17949,0,22850,17,Education,5.58,Secured,Yes,27
17950,0,25586,28,Home,12.3,Secured,Yes,5
17951,0,13001,143,Personal,10.84,Secured,No,8
17952,0,26950,60,Vehicle,8.14,Unsecured,Yes,6
17953,0,20000,215,Home,12.83,Secured,No,11
17954,0,20000,132,Home,12.24,Secured,Yes,20
